School Name,School Number,Closed,School Street,School City,School State,School Zip,School Email,School Website,School Phone,School Fax,Principal Name,Principal Name (last),Principal Prefix,Principal Title,Grade Low,Grade High,Enrollment,School Accreditations,Diocese Name,Diocese Code,Diocese Street,Diocese City,Diocese State,Diocese Zip,Diocese Email,Diocese Website,Diocese Phone,Diocese Fax,Diocese Contact Name,Diocese Contact Name (last),Diocese Contact Prefix,Diocese Contact Title,District Name,District Number,District Type,District Enrollment,District Street,District City,District State,District Zip,District Email,District Website,District Phone,District Fax,District Contact Name,District Contact Name (last),District Contact Prefix,District Contact Title,County Name,County Number,Region Name
The Children's Courtyard #3042,227701001,FALSE,5914 W. William Cannon Dr.,Austin,TX,78749,,,(512) 891-6500,(512) 891-6458,Ms. Laura Capetillo,,,,Pre-K,Pre-K,260,COGNIA : 2015,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Children's Courtyard #3044,227704001,FALSE,11718 Metric Blvd,Austin,TX,78758,,,(512) 835-4969,,Judy Aguirre,,,,Pre-K,Pre-K,125,COGNIA : 2016,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Children's Courtyard #3050,170700001,FALSE,10505 Six Pines Dr,The Woodlands,TX,77380,,,(281) 367-1334,(281) 367-9351,Mrs. Mary Drody,,,,Pre-K,Kindergarten,123,COGNIA : 2015,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
The Children's Courtyard #3052,101700001,FALSE,16255 Logenbaugh Dr,Hous,TX,77095,,,(281) 345-0960,,Ms. Fiorella Nix,,,,Pre-K,Kindergarten,220,COGNIA : 2015,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Children's Courtyard #3053,57703001,FALSE,8909 Valley Ranch Pkwy W	,Irving,TX,75063,,,(972) 869-9908,,Emily Spaziani,,,,Pre-K,Pre-K,122,COGNIA : 2016,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Dallas,57,13
The Children's Courtyard #3057,220710001,FALSE,4500 Alliance Gateway Fwy,Fort Worth,TX,76177,,,(817) 430-4730,(817) 430-9388,Ms. Nikki Shields,,,,Pre-K,Kindergarten,169,COGNIA : 2015,,,,,,,,,,,,,,,FORT WORTH ISD,220905,INDEPENDENT,83503,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,web@FWISD.ORG,www.fwisd.org,(817) 815-2000,(817) 815-2112,MR WALTER DANSBY   ,,,Superintendent,Tarrant,220,11
The Children's Courtyard #3058,43700001,FALSE,8001 Parkwood Blvd	,Plano,TX,75024,,,(972) 377-3361,,Michelle L. Aston,,,,Pre-K,Pre-K,161,COGNIA : 2016,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
The Children's Courtyard #3062,246700001,FALSE,3801 Gattis School Rd,Round Rock,TX,78664,,,(512) 828-0458,(512) 828-0481,Ms. Theresa Casey,,,,Pre-K,Kindergarten,137,COGNIA : 2015,,,,,,,,,,,,,,,ROUND ROCK ISD,246909,INDEPENDENT,45749,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,superintendent_rrisd@roundrockisd.org,www.roundrockisd.org,(512) 464-5022,(512) 464-5055,DR JESUS CHAVEZ   ,,,Superintendent,Williamson,246,13
The Children's Courtyard #3069,101701001,TRUE,16255 Logenbaugh Dr,Houston,TX,77095,natasha@childrenscourtyard.com,,(281) 858-5246,,Ms. Natasha Moffett,,,,Pre-K,Kindergarten,76,COGNIA : 2015,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Children's Courtyard #3070,57701001,FALSE,129 Town Center Blvd,Coppell,TX,75019,,,(972) 745-8055,(972) 304-5672,Ms. Emily Spanziani,,,,Pre-K,Kindergarten,159,COGNIA : 2015,,,,,,,,,,,,,,,COPPELL ISD,57922,INDEPENDENT,10999,200 S DENTON TAP RD,COPPELL,TX,75019-3205,kryon@coppellisd.com,www.coppellisd.com,(214) 496-6000,(214) 496-6036,DR JEFF N TURNER   ,,,Superintendent,Dallas,57,10
The Children's Courtyard #3073,220711001,FALSE,6200 Bryant Irvin Rd,Fort Worth,TX,76132,,,(817) 346-0123,(817) 346-0157,Ms. Jody Watson,,,,Pre-K,Kindergarten,189,COGNIA : 2015,,,,,,,,,,,,,,,FORT WORTH ISD,220905,INDEPENDENT,83503,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,web@FWISD.ORG,www.fwisd.org,(817) 815-2000,(817) 815-2112,MR WALTER DANSBY   ,,,Superintendent,Tarrant,220,11
The Children's Courtyard #3084,227702001,FALSE,11718 Metric Blvd. Bldg. A,Austin,TX,78758,,,(512) 835-4326,(512) 339-3589,Ms. Nancy Samuels,,,,Pre-K,Kindergarten,59,COGNIA : 2015,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Children's Courtyard - Mopac,227705001,FALSE,12336 N MO Pac Expy	,Austin,TX,78758,,,(512) 339-0727,,Millie Young,,,,Pre-K,Pre-K,119,COGNIA : 2016,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Christian School at Castle Hills,15110001,FALSE,2216 NW Military Hwy,San Antonio,TX,78213,humanresources@castlehills.school,www.castlehills.school,(210) 878-1000,(210) 878-1099,Michael Pinkston,,,,Pre-K,12,587,ACSI : 1989,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
The Clariden School,220227101,FALSE,100 Clariden Ranch Rd,Southlake,TX,76262,swells@claridenschool.org,www.claridenschool.org,(682) 237-0400,(682) 831-0300,Sallie Wells,,,,Pre-K,12,115,TAAPS : 2001,,,,,,,,,,,,,,,CARROLL ISD,220919,INDEPENDENT,7711,2400 N CARROLL AVE,SOUTHLAKE,TX,76092,julie.thannum@southlakecarroll.edu,www.southlakecarroll.edu,(817) 949-8222,(817) 949-8228,DR DAVID J FALTYS   ,,,Superintendent,Tarrant,220,11
The Connection School of Houston,101260001,FALSE,15815 House and Hahl Road,Cypress,TX,77433,kwrobleske@tcsoh.org,www.theconnectionschool.org,(832) 544-6031,,Kathleen Wrobleske,,,,Kindergarten,12,215,COGNIA : 2014,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
The Covenant Preparatory School,101111001,FALSE,1711 Hamblen Rd,Kingwood,TX,77339,info@covenantknights.org,http://www.covenantknights.org,(281) 359-1090,(281) 359-5560,Lorraine Hill,,,,Kindergarten,12,271,ACSI : 1997 | COGNIA : 2007,,,,,,,,,,,,,,,HUMBLE ISD,101913,INDEPENDENT,37095,P O BOX 2000,HUMBLE,TX,77347-2000,guy.sconzo@humble.k12.tx.us,www.humble.k12.tx.us/,(281) 641-1000,(281) 641-1058,DR GUY M SCONZO   ,,,Superintendent,Harris,101,4
The Covenant School of Dallas,57125001,FALSE,7300 VALLEY VIEW LANE,DALLAS,TX,75240,atraywick@covenantdallas.com,www.covenantdallas.com,(214) 358-5818,(214) 358-5809,Angela Traywick,,,,7,12,0,COGNIA : 2006,,,,,,,,,,,,,,,RICHARDSON ISD,57916,INDEPENDENT,38043,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us,(469) 593-0000,(469) 593-0332,DR KAY E WAGGONER   ,,,Superintendent,Dallas,57,10
The Crisman School,92130100,FALSE,2455 Eastman Road,Longview,TX,75605,lblanks@crismanschool.org,www.crismanschool.org,(903) 758-9741,(903) 758-9767,Laura Lea Banks,,,,Kindergarten,8,0,COGNIA : 2011,,,,,,,,,,,,,,,LONGVIEW ISD,92903,INDEPENDENT,8846,P O BOX 3268,LONGVIEW,TX,75606-3268,aholland@lisd.org,www.lisd.org/,(903) 381-2200,(903) 753-5389,DR JAMES E WILCOX   ,,,Superintendent,Gregg,92,7
The Devereux School,84137001,FALSE,1150 Devereux Dr,League City,TX,77573,aoates@devereux.org,www.devereux.org,(281) 335-1000,(281) 332-2301,Alise J Oates,,,,6,12,0,COGNIA : 1993,,,,,,,,,,,,,,,CLEAR CREEK ISD,84910,INDEPENDENT,39635,P O BOX 799,LEAGUE CITY,TX,77574-0799,rbayard@ccisd.net,www.ccisd.net,(281) 284-0000,(281) 284-0005,DR GREGORY SMITH   ,,,Superintendent,Galveston,84,4
The Einstein School of Plano,43420001,FALSE,"4011 West Plano Parkway, Suite 132",Plano,Texas,75093,floyd@theeinsteinschoolplano.com,http://www.theeinsteinschoolplano.com/,(214) 282-6268,,Floyd Jackson,,,,5,12,167,COGNIA : 2020,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
The Emery/Weiner School,101191041,FALSE,9825 Stella Link,Houston,TX,77025,sdow@emeryweiner.org,www.emeryweiner.org,(832) 204-5900,(832) 204-5910,Stuart Dow,,,,6,12,543,ISAS : 2008 | ISAS : 2018,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Episcopal School of Dallas,57132001,FALSE,4100 Merrell Rd,Dallas,TX,75229,baadd@esdallas.org,www.esdallas.org,(214) 358-4368,(214) 357-1232,David Baad,,,,Pre-K,12,"1,153",ISAS : 1983 | ISAS : 2012,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Fulton School,199130701,FALSE,1626 Smirl ,Heath,TX,75032,johnathan.bryant@thefultonschool.org,thefultonschool.org,(972) 772-4445,(972) 772-9558,Johnathan Bryant,,,,Pre-K,12,61,TAAPS : 2006,,,,,,,,,,,,,,,ROCKWALL ISD,199901,INDEPENDENT,14486,1050 WILLIAMS,ROCKWALL,TX,75087-3832,sara.bonser@rockwallisd.org,www.rockwallisd.com/,(972) 771-0605,(972) 771-2637,MR JEFF BAILEY   ,,,Superintendent,Rockwall,199,10
The Galloway School,101230001,FALSE,3200 W. Bay Area Blvd.,Friendswood,TX,77546,mdoepken@gallowayschooltx.com,www.thegallowayschool.net,(281) 338-9510,(281) 338-9530,Marny Doepken,,,,Pre-K,8,155,TAAPS : 2004 | COGNIA : 2016,,,,,,,,,,,,,,,CLEAR CREEK ISD,84910,INDEPENDENT,39635,P O BOX 799,LEAGUE CITY,TX,77574-0799,rbayard@ccisd.net,www.ccisd.net,(281) 284-0000,(281) 284-0005,DR GREGORY SMITH   ,,,Superintendent,Harris,101,4
The Girls' School of Austin,227184001,FALSE,2007 McCall,Austin,TX,78703,rpena@thegirlsschool.org,www.thegirlsschool.org,(512) 478-7827,(512) 478-5456,Rosa Pena,,,,Kindergarten,8,154,ISAS : 2017,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Goddard School - Cypress I,101702001,FALSE,19406 Cypress North Houston Rd,Cypress,TX,77433,,,(281) 758-3888,,Ms. Sarah Prause,,,,Pre-K,Pre-K,140,COGNIA : 2015,,,,,,,,,,,,,,,CYPRESS-FAIRBANKS ISD,101907,INDEPENDENT,110013,P O BOX 692003,HOUSTON,TX,77269-2003,donna.blowey@cfisd.net,www.cfisd.net,(281) 897-4000,(281) 897-4125,DR MARK HENRY   ,,,Superintendent,Harris,101,4
The Goddard School - Katy I,101109001,FALSE,24025 Cinco Village Center Blvd,Katy,TX,77494,katytx@goddardschools.com,www.goddardschools.com,(281) 392-1912,(000) 000-0000,Asli Remlinger/Angel Anderson,,,,Early Education,Kindergarten,0,COGNIA : 2011,,,,,,,,,,,,,,,KATY ISD,101914,INDEPENDENT,64562,P O BOX 159,KATY,TX,77492-0159,altonfrailey@katyisd.org,www.katyisd.org/,(281) 396-6000,(281) 644-1800,MR ALTON FRAILEY   ,,,Superintendent,Harris,101,4
The Goddard School - Long Meadow Farms,79116001,FALSE,21024 W Bellfort,Richmond,TX,77406,drichmond2tx@goddardschools.com,http://www.goddardschools.com/,(281) 232-7980,,Ann Marie George,,,,Pre-K,Pre-K,116,COGNIA : 2017,,,,,,,,,,,,,,,LAMAR CISD,79901,INDEPENDENT,26135,3911 AVE I,ROSENBERG,TX,77471-3901,terandle@lcisd.org,www.lcisd.org/,(832) 223-0000,(832) 223-0002,DR THOMAS RANDLE   ,,,Superintendent,Fort Bend,79,4
The Goddard School - Round Rock,246191001,FALSE,4076 Gattis School Rd,Round Rock,TX,78664,goddardschooldirector@hotmail.com,,(512) 251-6116,(512) 990-2132,Anita Dunn,,,,Pre-K,Pre-K,0,COGNIA : 2009,,,,,,,,,,,,,,,ROUND ROCK ISD,246909,INDEPENDENT,45749,1311 ROUND ROCK AVE,ROUND ROCK,TX,78681-4941,superintendent_rrisd@roundrockisd.org,www.roundrockisd.org,(512) 464-5022,(512) 464-5055,DR JESUS CHAVEZ   ,,,Superintendent,Williamson,246,13
The Goddard School - Spring,46110001,FALSE,8727 Eastloch Dr,Spring,TX,77379,dspringtx2@goddardschools.com,,(281) 251-4507,(281) 251-8532,Ms. Jennifer Bennett,,,,Early Education,Pre-K,0,COGNIA : 2013,,,,,,,,,,,,,,,COMAL ISD,46902,INDEPENDENT,18693,1404 IH 35 N,NEW BRAUNFELS,TX,78130-3240,laura.ayala@comalisd.org,www.comalisd.org,(830) 221-2000,(830) 221-2001,MR ANDREW KIM   ,,,Superintendent,Comal,46,13
The Goddard School of Allen,43123001,FALSE,1695 East Exchange Parkway,Allen,TX,75002,allentx@goddardschools.com,www.goddardschools.com,(972) 529-9007,(469) 952-6647,Amanda Snowman Owner and Cyndi Wagner Director,,,,Early Education,Kindergarten,0,COGNIA : 2011,,,,,,,,,,,,,,,LOVEJOY ISD,43919,INDEPENDENT,3649,259 COUNTRY CLUB RD,ALLEN,TX,75002-7643,ted_moore@lovejoyisd.net,www.lovejoyisd.net,(469) 742-8000,(469) 742-8001,MR TED L MOORE   ,,,Superintendent,Collin,43,10
The Goddard School of McKinney,157107001,FALSE,3952 S. Ridge Road,McKinney,TX,75070,mckinneytx@goddardschools.com,www.goddardschools.com,(469) 952-3300,(469) 952-3314,LeeAnn Zimmerman,,,,Early Education,Kindergarten,0,COGNIA : 2011,,,,,,,,,,,,,,,IRVING ISD,57912,INDEPENDENT,35030,P O BOX 152637,IRVING,TX,75015-2637,dcabrera@irvingisd.net,www.irvingisd.net,(972) 600-5000,(972) 215-5003,DEBBIE CABRERA   ,,,Superintendent,Dallas,57,10
The Goddard School-Cedar Park,227232001,FALSE,1905 El Salido Parkway,Cedar Park,TX,78613,cedarparktx@goddardschools.com,www.goddardschool.com,(512) 258-5292,(512) 258-1405,Maria Aggen,,,,Pre-K,1,0,COGNIA : 2010,,,,,,,,,,,,,,,LEANDER ISD,246913,INDEPENDENT,34381,P O BOX 218,LEANDER,TX,78646-0218,bret.champion@leanderisd.org,www.leanderisd.org,(512) 570-0000,(512) 570-0054,DR BRET A CHAMPION   ,,,Superintendent,Travis,227,13
The Goddard School-Leander,246211001,FALSE,1730 Union St.,Leander,TX,78641,leandertx@goddardschool.com,www.goddardschool.com,(512) 528-1918,(512) 528-0498,Lisa Barker ,,,,Early Education,Pre-K,0,COGNIA : 2010,,,,,,,,,,,,,,,LEANDER ISD,246913,INDEPENDENT,34381,P O BOX 218,LEANDER,TX,78646-0218,bret.champion@leanderisd.org,www.leanderisd.org,(512) 570-0000,(512) 570-0054,DR BRET A CHAMPION   ,,,Superintendent,Williamson,246,13
The Harris School,101294001,FALSE,900 Lovett Blvd,Houston,TX,77006,info@theharrisschool.com,www.theharrisschool.com,(713) 526-4046,(713) 526-9126,Susan Spencer,,,,Pre-K,8,0,COGNIA : 2006,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Hearing School of the Southwest,57136001,FALSE,151 N Moore Street,Coppell,TX,75019,,http://www.hearingschoolsw.com/index.html,(469) 532-2280,,Luella Funderburg,,,,Early Education,Kindergarten,0,COGNIA : 2014,,,,,,,,,,,,,,,COPPELL ISD,57922,INDEPENDENT,10999,200 S DENTON TAP RD,COPPELL,TX,75019-3205,kryon@coppellisd.com,www.coppellisd.com,(214) 496-6000,(214) 496-6036,DR JEFF N TURNER   ,,,Superintendent,Dallas,57,10
The High Frontier,122110001,TRUE,2 1/2 miles south Hwy. 118 ,Ft. Davis,TX,79734,becky.farrer@bigskyacademy.net,www.thehighfrontier.org,(432) 364-2241,(432) 364-2261,Barry Blevins,,,,6,12,84,COGNIA : 2013,,,,,,,,,,,,,,,FT DAVIS ISD,122901,INDEPENDENT,302,P O BOX 1339,FT DAVIS,TX,79734-1339,daufdeng@fdisd.com,www.fdisd.com,(432) 426-4440 ext. 200,(432) 426-3841,DR JUDI WHITIS   ,,,Superintendent,Jeff Davis,122,18
The Highlands School,57100005,FALSE,1451 E Northgate Dr,Irving,TX,75062,mpennell@thehighlandsschool.org,www.thehighlandsschool.org,(972) 554-1980,(972) 721-1691,Michael Pennell,,,,Pre-K,12,444,TCCB ED : 1986,Diocese of Dallas,DA,1451 E Northgate Dr,Irving,TX,75062,mpennell@thehighlandsschool.org,www.thehighlandsschool.org,(972) 554-1980,(972) 721-1691,Michael Pennell,,,,IRVING ISD,57912,INDEPENDENT,35030,P O BOX 152637,IRVING,TX,75015-2637,dcabrera@irvingisd.net,www.irvingisd.net,(972) 600-5000,(972) 215-5003,DEBBIE CABRERA   ,,,Superintendent,Dallas,57,10
The Hockaday School,57191001,FALSE,11600 Welch Rd,Dallas,TX,75229,kwcoleman@hockaday.org,www.hockaday.org,(214) 363-6311,(214) 363-0942,Karen Warren Coleman,,,,Pre-K,12,"1,089",ISAS : 1955 | ISAS : 2006 | ISAS : 2016,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Honor Roll School,79180101,FALSE,4111 Sweetwater Blvd,Sugarland,TX,77479,Emily.Castanedo@nlcinc.com,http://www.thehonorrollschool.org,(281) 265-7888,(281) 265-7880,Mrs. Emily Castanedo Interim,,,,Pre-K,8,600,COGNIA : 1998,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
The Jane Justin School of the Child Study Center,220184101,FALSE,1300 W Lancaster,Fort Worth,TX,76102,acammilleri@cscfw.org,www.cscfw.org ,(817) 390-2831,(817) 390-2851,Anthony Cammilleri,,,,Pre-K,6,0,COGNIA : 1989,,,,,,,,,,,,,,,FORT WORTH ISD,220905,INDEPENDENT,83503,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,web@FWISD.ORG,www.fwisd.org,(817) 815-2000,(817) 815-2112,MR WALTER DANSBY   ,,,Superintendent,Tarrant,220,11
The John Cooper School,101262101,FALSE,1 John Cooper Drive,The Woodlands,TX,77381,mmaher@johncooper.org,www.johncooper.org,(281) 367-0900,(281) 292-9201,Michael Maher,,,,Pre-K,12,"1,194",COGNIA : 1992 | ISAS : 1998 | ISAS : 2008 | ISAS : 2018,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
The Jordan School Crockett,113189101,TRUE,1303 E. Houston Avenue,Crockett,TX,75835,debbiejkelly@yahoo.com,www.jordanschool.org,(409) 544-4049,(409) 546-0034,Deborah Kelly,,,,Early Education,Pre-K,0,SAES : 2008,,,,,,,,,,,,,,,CROCKETT ISD,113901,INDEPENDENT,1259,1400 W AUSTIN ST,CROCKETT,TX,75835-3145,dmoore@crockettisd.net,www.crockettisd.net/,(936) 544-2125 ext. 1105,(936) 544-5727,DR DOUGLAS E MOORE   ,,,Superintendent,Houston,113,6
The Joy School,101139001,FALSE,One Chelsea Blvd.,Houston,TX,77006,sbumgarner@thejoyschool.org,www.thejoyschool.org,(713) 523-0660,(713) 523-5660,Shara Bumgarner,,,,Kindergarten,8,151,ISAS : 2011,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Kessler School,57240011,FALSE,1215 Turner Ave,Dallas,TX,75208,gdobbins@thekesslerschool.com,www.thekesslerschool.com,(214) 942-2220,(214) 946-5325,Gayla Dobbins,,,,Pre-K,4,0,COGNIA : 2006,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Key School,220193001,FALSE,3947 East Loop 820 South ,Fort Worth,TX,76119,LeVasquez@ksfw.org,www.kcld.org,(817) 446-3738,(817) 496-3299,Leslie Vasquez,,,,Kindergarten,12,80,COGNIA : 1984,,,,,,,,,,,,,,,FORT WORTH ISD,220905,INDEPENDENT,83503,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,web@FWISD.ORG,www.fwisd.org,(817) 815-2000,(817) 815-2112,MR WALTER DANSBY   ,,,Superintendent,Tarrant,220,11
The King's Academy,105114001,FALSE,203 W Highway 290,Dripping Springs,TX,78620,shelby.hubbard@thekingsacademytx.com,,(512) 686-3305,(512) 686-3305,Shelby Hubbard,,,,Kindergarten,5,0,COGNIA : 2013,,,,,,,,,,,,,,,DRIPPING SPRINGS ISD,105904,INDEPENDENT,4783,P O BOX 479,DRIPPING SPRINGS,TX,78620-0479,jennifer.godwin@dsisd.txed.net,www.dsisd.txed.net,(512) 858-3000,(512) 858-3099,DR BRUCE GEARING   ,,,Superintendent,Hays,105,13
The Kinkaid School,101187001,FALSE,201 Kinkaid Shool Dr,Houston,TX,77024,jonathan.eades@kinkaid.org,www.kinkaid.org,(713) 782-1640,(713) 782-3543,Jonathan Eades,,,,Pre-K,12,"1,464",ISAS : 1955 | ISAS : 2005 | ISAS : 2015,,,,,,,,,,,,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
The Kipling School,101176001,FALSE,620 Shepherd Dr,Houston,TX,77007,jennifer@thekiplingschool.com,,(713) 861-6743,(713) 861-6749,Ms. Jennifer Pierce,,,,Pre-K,5,208,COGNIA : 2013,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Lamplighter School,57144101,FALSE,11611 Inwood Rd,Dallas,TX,75229,jhill@thelamplighterschool.org,www.thelamplighterschool.org,(214) 369-9201,(214) 369-5540,Joan Hill,,,,Pre-K,4,455,ISAS : 1972 | ISAS : 2003 | ISAS : 2013,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Magellan International School,227114001,FALSE,7938 Great Northern Blvd.,Austin,TX,78757,scott.hibbard@magellanschool.org,www.magellanschool.org,(512) 782-2327,(512) 519-8796,Scott Hibbard,,,,Pre-K,8,482,COGNIA : 2011,,,,,,,,,,,,,,,AUSTIN ISD,227901,INDEPENDENT,86516,1111 W 6TH ST,AUSTIN,TX,78703-5399,superintendent@austinisd.org,www.austinisd.org,(512) 414-1700,(512) 414-1486,DR MERIA J CARSTARPHEN   ,,,Superintendent,Travis,227,13
The Magnolia School,227400001,FALSE,2903 RR620 N. Building B,Austin,TX,78734,ellen@themagnoliaschoolatx.com,www.themagnoliaschoolatx.com,(512) 266-9620,(512) 284-8122,Ellen Carter,,,,Pre-K,5,65,TAAPS : 2017,,,,,,,,,,,,,,,LAKE TRAVIS ISD,227913,INDEPENDENT,7809,3322 RANCH RD 620 S,AUSTIN,TX,78738-6801,bennettl@ltisdschools.org,www.ltisdschools.org,(512) 533-6000,(512) 533-6001,DR BRAD LANCASTER   ,,,Superintendent,Travis,227,13
